0.00,0.00,0.00,0.00,1.01,0.00,-32.00,-29.82,-24.00,-23.57,58.00,57.41,-0.12,0.08,0.24,0.06,-0.24,-0.09
0.00,0.00,0.00,0.00,1.01,0.00,-32.00,-29.82,-24.00,-23.57,58.00,57.41,-0.06,0.14,0.31,0.12,-0.18,-0.03
0.00,0.00,0.00,0.00,1.02,0.00,-32.00,-29.82,-24.00,-23.57,58.00,57.41,-0.24,-0.05,0.18,-0.01,-0.24,-0.09
0.00,0.00,0.00,0.00,1.01,0.00,-36.00,-33.83,-26.00,-25.52,61.00,60.50,-0.24,-0.05,0.18,-0.01,-0.24,-0.09
0.01,0.00,0.00,0.00,1.01,0.00,-36.00,-33.83,-26.00,-25.52,61.00,60.50,-0.18,0.02,0.24,0.06,-0.18,-0.03
0.00,0.00,0.00,0.00,1.01,0.00,-36.00,-33.83,-26.00,-25.52,61.00,60.50,-0.18,0.02,0.24,0.06,-0.24,-0.09
0.00,0.00,0.00,0.00,1.01,0.00,-36.00,-33.83,-26.00,-25.52,61.00,60.50,-0.18,0.02,0.18,-0.01,-0.24,-0.09
0.00,0.00,0.00,0.00,1.01,0.00,-36.00,-33.83,-26.00,-25.52,61.00,60.50,-0.12,0.08,0.24,0.06,-0.24,-0.09
0.00,0.00,0.00,0.00,1.01,0.00,-35.00,-32.78,-25.00,-24.52,56.00,55.43,-0.24,-0.05,0.18,-0.01,-0.24,-0.09
0.00,0.00,0.00,0.00,1.01,0.00,-35.00,-32.78,-25.00,-24.52,56.00,55.43,-0.24,-0.05,0.24,0.06,-0.24,-0.09
0.00,0.00,0.00,0.00,1.01,0.00,-35.00,-32.78,-25.00,-24.52,56.00,55.43,-0.24,-0.05,0.24,0.06,-0.12,0.03
0.00,0.00,0.00,0.00,1.01,0.00,-35.00,-32.78,-25.00,-24.52,56.00,55.43,-0.18,0.02,0.18,-0.01,-0.12,0.03
0.00,0.00,0.00,0.00,1.01,0.00,-36.00,-33.80,-26.00,-25.51,59.00,58.48,-0.18,0.02,0.18,-0.01,-0.24,-0.09
0.00,0.00,0.00,0.00,1.01,0.00,-36.00,-33.80,-26.00,-25.51,59.00,58.48,-0.24,-0.05,0.18,-0.01,-0.24,-0.09
0.00,0.00,0.00,0.00,1.01,0.00,-36.00,-33.80,-26.00,-25.51,59.00,58.48,-0.18,0.02,0.24,0.06,-0.24,-0.09
0.00,0.00,0.00,0.00,1.01,0.00,-36.00,-33.80,-26.00,-25.51,59.00,58.48,-0.18,0.02,0.18,-0.01,-0.31,-0.15
0.00,0.00,0.00,0.00,1.01,0.00,-36.00,-33.80,-26.00,-25.51,59.00,58.48,-0.24,-0.05,0.24,0.06,-0.31,-0.15
0.00,0.00,0.00,0.00,1.01,0.00,-36.00,-33.76,-26.00,-25.50,56.00,55.44,-0.24,-0.05,0.18,-0.01,-0.24,-0.09
0.00,0.00,0.00,0.00,1.01,0.00,-36.00,-33.76,-26.00,-25.50,56.00,55.44,-0.18,0.02,0.18,-0.01,-0.18,-0.03
0.00,0.00,0.00,0.00,1.01,0.00,-36.00,-33.76,-26.00,-25.50,56.00,55.44,-0.18,0.02,0.24,0.06,-0.18,-0.03
0.00,0.00,0.00,0.00,1.01,0.00,-36.00,-33.76,-26.00,-25.50,56.00,55.44,-0.12,0.08,0.24,0.06,-0.18,-0.03
0.00,0.00,0.00,0.00,1.01,0.00,-36.00,-33.76,-26.00,-25.50,56.00,55.44,-0.18,0.02,0.24,0.06,-0.18,-0.03
0.00,0.00,0.00,0.00,1.01,0.00,-37.00,-34.83,-23.00,-22.53,59.00,58.48,-0.18,0.02,0.18,-0.01,-0.18,-0.03
0.00,0.00,0.00,0.00,1.01,0.00,-37.00,-34.83,-23.00,-22.53,59.00,58.48,-0.24,-0.05,0.12,-0.07,-0.24,-0.09
0.00,0.00,0.00,0.00,1.01,0.00,-37.00,-34.83,-23.00,-22.53,59.00,58.48,-0.24,-0.05,0.12,-0.07,-0.24,-0.09
0.00,0.00,0.00,0.00,1.01,0.00,-37.00,-34.83,-23.00,-22.53,59.00,58.48,-0.18,0.02,0.18,-0.01,-0.24,-0.09
0.00,0.00,0.00,0.00,1.02,0.00,-34.00,-31.83,-24.00,-23.55,59.00,58.45,-0.18,0.02,0.24,0.06,-0.24,-0.09
0.00,0.00,0.01,0.00,1.01,0.00,-34.00,-31.83,-24.00,-23.55,59.00,58.45,-0.18,0.02,0.18,-0.01,-0.18,-0.03
0.00,0.00,0.00,0.00,1.01,0.00,-34.00,-31.83,-24.00,-23.55,59.00,58.45,-0.18,0.02,0.18,-0.01,-0.18,-0.03
0.00,0.00,0.00,0.00,1.01,0.00,-34.00,-31.83,-24.00,-23.55,59.00,58.45,-0.24,-0.05,0.12,-0.07,-0.24,-0.09
0.00,0.00,0.00,0.00,1.01,0.00,-34.00,-31.83,-24.00,-23.55,59.00,58.45,-0.31,-0.11,0.18,-0.01,-0.24,-0.09
0.00,0.00,0.00,0.00,1.01,0.00,-36.00,-33.86,-23.00,-22.55,61.00,60.49,-0.43,-0.23,0.06,-0.13,-0.24,-0.09
0.00,0.00,0.01,0.00,1.01,0.00,-36.00,-33.86,-23.00,-22.55,61.00,60.49,-0.37,-0.17,0.06,-0.13,-0.24,-0.09
0.00,0.00,0.01,0.00,1.01,0.00,-36.00,-33.86,-23.00,-22.55,61.00,60.49,-0.37,-0.17,0.00,-0.19,-0.24,-0.09
0.00,0.00,0.00,0.00,1.01,0.00,-36.00,-33.86,-23.00,-22.55,61.00,60.49,-0.37,-0.17,0.06,-0.13,-0.24,-0.09
0.00,0.00,0.00,0.00,1.01,0.00,-36.00,-33.86,-23.00,-22.55,61.00,60.49,-0.37,-0.17,0.18,-0.01,-0.18,-0.03
0.00,0.00,0.01,0.00,1.01,0.00,-38.00,-35.77,-26.00,-25.48,57.00,56.48,-0.18,0.02,0.12,-0.07,-0.18,-0.03
0.00,0.00,0.00,0.00,1.01,0.00,-38.00,-35.77,-26.00,-25.48,57.00,56.48,-0.31,-0.11,0.12,-0.07,-0.31,-0.15
0.00,0.00,0.00,0.00,1.01,0.00,-38.00,-35.77,-26.00,-25.48,57.00,56.48,-0.24,-0.05,0.18,-0.01,-0.24,-0.09
0.00,0.00,0.00,0.00,1.01,0.00,-38.00,-35.77,-26.00,-25.48,57.00,56.48,-0.24,-0.05,0.24,0.06,-0.24,-0.09
0.00,0.00,0.00,0.00,1.01,0.00,-36.00,-33.79,-24.00,-23.52,56.00,55.44,-0.24,-0.05,0.24,0.06,-0.31,-0.15
0.00,0.00,0.00,0.00,1.01,0.00,-36.00,-33.79,-24.00,-23.52,56.00,55.44,-0.18,0.02,0.24,0.06,-0.24,-0.09
0.00,0.00,0.00,0.00,1.01,0.00,-36.00,-33.79,-24.00,-23.52,56.00,55.44,-0.24,-0.05,0.12,-0.07,-0.24,-0.09
0.00,0.00,0.00,0.00,1.01,0.00,-36.00,-33.79,-24.00,-23.52,56.00,55.44,-0.24,-0.05,0.12,-0.07,-0.18,-0.03
0.00,0.00,0.00,0.00,1.01,0.00,-36.00,-33.79,-24.00,-23.52,56.00,55.44,-0.18,0.02,0.18,-0.01,-0.24,-0.09
